gene_name,Z_0,Z_1,Z_2,Z_3,Z_4,Z_5,Z_6,Z_7,Z_8,Z_9,Z_10,Z_11,Z_12,Z_13,Z_14,Z_15,Z_16,Z_17,Z_18,Z_19
Rnase4,-0.17009032,-0.065424584,0.07012392,-0.37953165,-0.1099959,0.11069491,-0.0021682435,0.06549466,-0.28372946,0.0061826757,-0.080081984,0.3608766,-0.39597148,0.41237295,-0.118959695,-0.06940702,-0.6711497,-0.14185923,-0.01238285,0.01104611
Slc7a7,-0.09661287,-0.8822211,0.046671562,-0.13717557,0.21544439,0.21402098,-0.0055991285,-0.041682683,-0.126222,-0.10441616,0.013657434,0.1599096,-0.43637896,0.3392197,-0.006378511,0.1325035,-0.44290012,0.13076389,0.015863309,0.0054077418
Mmp14,0.60951984,-0.038078304,0.04124942,-0.2053041,0.33525255,0.13468133,-0.05134718,-0.04284075,-0.18357743,-0.030028544,-0.06230093,-0.7742096,-0.2907833,0.019279333,-0.21107306,0.07045465,-0.3713451,0.0017707698,-0.010317337,-0.055619545
Slc7a8,-0.2887691,-0.43022624,0.07948127,-0.15668154,0.43415853,0.32376775,0.034972955,-0.13200675,-0.039099555,-0.11573352,0.0970046,0.7087698,-0.12183607,0.45717797,-0.12642379,-0.21313886,-0.5044898,-0.22066997,-0.04982384,0.16616729
Psme2,0.07202426,-0.2146291,0.060781,0.11679535,0.1683918,0.26725385,0.049757816,-0.08493377,-0.29653755,-0.05106895,-0.023447197,-0.3594744,-0.060780916,0.17854401,-0.042249177,0.16269414,-0.06247785,0.123235464,0.063407734,-0.19903134
Ripk3,0.15840074,-0.33465445,0.14509617,-0.048939716,0.17347269,0.2635493,-0.14202835,0.21905886,-0.10223968,-0.11661964,-0.04351736,0.094130196,-0.033498485,0.102315634,0.401353,0.12506577,0.23580767,-0.49656788,0.06521021,-0.24863319
Shisa2,0.21711138,0.46335322,0.1112058,0.04605873,-0.043418,0.42474422,0.008227636,0.0033451323,-0.5267439,-0.13845623,0.11801909,-1.1221833,0.027200066,0.4242407,-0.55123645,-0.24871324,0.0006652907,0.41762522,0.046170242,0.41300735
Ctsb,-0.24690935,-0.05639156,0.0055073583,-0.0056025167,0.23937273,0.22531824,-0.07261262,-0.07909625,-0.21847378,-0.025909526,-0.0028576357,0.088013574,-0.20007175,0.2343011,-0.00066387403,0.16056135,-0.057552535,-0.025839796,0.015527108,0.007947794
Gata4,0.044364776,0.099003114,0.14605193,0.14826809,0.10138899,0.113978244,0.027365783,-0.15458617,-0.21431382,0.09113336,0.15200119,-0.05983502,-0.18777071,-0.32001808,0.428228,0.18230113,-0.9944887,0.4703879,0.0156773,0.16372079
Tdh,-0.45394894,-0.92860746,-0.09468392,-0.025250496,0.14416534,0.27179846,0.0045481655,-0.14325334,-0.22489841,0.038014214,-0.021940919,-0.002397469,-0.35944554,0.4673029,-0.23124216,0.30027032,-0.6993665,-0.44422135,-0.021163054,-0.12417269
Clu,0.35038984,-0.020992545,0.17350541,-0.26990363,0.33004808,-0.007549136,-0.115422055,-0.20184447,-0.21028692,-0.0067493864,-0.025001174,0.16796361,0.04373971,0.58033025,-0.11039991,0.024992798,0.052184638,-0.16853169,0.17864951,0.0015926291
Nefm,-0.015801992,-0.6684748,-0.0903591,0.22307825,0.27181786,0.24065217,-0.07984137,-0.19824094,-0.043456875,-0.08103521,-0.11379221,-0.23872401,-0.27331042,0.035736438,-0.44378668,0.34712723,-0.23853903,-0.3596685,-0.03223743,-0.34913823
Nefl,0.040596046,-0.6021345,0.063698694,0.24306339,0.1992934,0.35971868,-0.12641256,-0.26886392,-0.119441785,-0.18757692,-0.14894266,-0.5223884,-0.22401579,0.1479909,-0.34388795,0.3995896,-0.31486174,0.004682218,-0.10556407,-0.27827796
Slc25a37,-0.6310424,0.29296988,0.004819705,-0.05270534,0.3333844,0.15310246,-0.08170232,0.007762557,-0.31539243,-0.14804848,0.13725479,-0.25766903,-0.062704206,0.20165807,0.037130028,0.08271134,0.31466532,0.061919566,-0.070594735,-0.05311106
Loxl2,-0.19389738,0.09734726,0.010340623,-0.067337334,0.502937,0.21678497,-0.016939517,-0.07751349,-0.21123749,-0.14310987,-0.06326104,-0.16770943,-0.1640891,0.19806609,-0.20463668,0.09176263,-0.1334998,0.0631054,-0.052854095,-0.20805915
Pdlim2,0.51526874,-0.53646976,-0.20855267,0.052932184,0.45988217,-0.19229461,-0.13726762,0.009270117,-0.32908648,-0.10390936,-0.13467763,-0.3779252,0.37289736,0.086643346,-0.111784026,0.2611528,-0.29264557,0.22374816,-0.10094641,0.09217349
Fgf17,-0.18656182,-0.43449613,0.44107154,0.350199,-0.28165776,0.36505032,0.11751118,0.001778237,-0.067619435,-0.27834007,-0.27939823,-1.0228921,-0.46056718,-0.07342121,-0.7456532,0.18529916,0.22951896,-0.37938035,0.081446156,-0.3194988
Lpar6,0.4575608,0.055902142,-0.001817666,-0.045151405,0.19465263,0.2769204,-0.20052503,0.024273604,-0.021477025,-0.07116895,0.027560947,-0.42399862,-0.40664887,0.34329057,-0.10445147,0.047991935,-0.33230346,-0.1438765,-0.01152499,-0.07357292
Itm2b,-0.009821959,-0.12905867,-0.04748796,-0.16933867,0.19434139,0.19646211,-0.073327936,-0.13315368,-0.18983395,-0.016135115,-0.011319853,-0.1475672,-0.22301148,0.30427858,-0.024314776,0.13008733,-0.11330945,0.036403943,-0.0031447131,-0.095742516
Tsc22d1,0.08335318,0.019756306,-0.013518303,0.042878095,0.22012016,0.21803333,-0.06271008,-0.07452464,-0.13285385,-0.083398804,0.019854685,-0.21912841,-0.020967206,0.2059328,-0.028505897,0.2041602,0.10962347,0.05410454,0.009343651,-0.040945634
Klf5,-0.076685615,-0.41960147,-0.037247904,0.042950813,-0.079692565,0.12012686,0.012549045,-0.07145057,0.41778755,0.0329687,-0.117008,0.3279454,0.04547762,-0.17963172,-0.3906549,0.058477607,0.41892037,-0.08431276,0.14998066,-0.19721775
Gm10076,-0.030153058,-0.06760846,-0.122226305,0.05678913,0.27282125,0.20984918,0.15162484,-0.12886572,-0.21630172,-0.097088434,-0.053063244,-0.20479447,-0.1321213,0.28726122,0.060055476,0.06689275,0.08708695,0.04894801,0.027039116,-0.11828169
Dnajc3,0.06707546,-0.023689738,-0.042065594,-0.09609112,0.35506067,0.23825723,-0.050903745,-0.05129421,-0.14834876,-0.027901458,-0.006801845,0.002936983,-0.16203186,0.1876888,-0.033777483,0.13896047,-0.14860117,0.0065810136,0.02465351,-0.09700576
Epor,-0.90334284,-0.022063471,0.029788006,-0.44330767,0.2979598,0.1887619,-0.06404671,-0.06760218,-0.25040716,-0.037904758,0.046394244,-1.0066421,0.13654529,0.30744648,0.17554408,0.0006638589,0.09131872,-0.2898957,0.0870169,-0.15429984
Acp5,-0.9939676,-0.057326216,0.023076478,-0.19567433,0.1848579,0.21443938,-0.084175855,-0.08215586,-0.35394865,0.019048778,-0.0056866687,0.19980514,-0.06924741,0.24259531,0.011339641,0.17053199,0.12894073,-0.04780038,-0.004153702,-0.02566295
Tbrg1,-0.0133394245,-0.03613082,-0.058483154,0.026882926,0.18700504,0.22330728,-0.02779213,-0.089586966,-0.21558963,-0.05067999,-0.003569362,-0.023701696,-0.033743218,0.256269,0.11249919,0.14300737,0.015931448,0.016130585,-0.0086469045,-0.073432066
Olfr889,-0.39690617,-0.2845224,-0.06728859,-0.047271106,0.5808462,0.33933145,-0.020593904,-0.052745223,-0.29254708,-0.1037054,-0.036117222,-0.6242217,-0.12419686,0.13526392,-0.27457133,-0.028225072,0.023689594,0.110570185,-0.14632966,-0.16861823
Clmp,0.56162494,0.32677698,0.10764953,0.18569872,0.4048642,0.12998289,-0.038166616,-0.05099645,-0.30462223,-0.087309964,-0.19751137,-0.16911836,0.053574596,0.02320885,-0.27807525,0.064383194,-0.10404418,0.070716,-0.24585284,0.03198818
Hspa8,-0.054052252,-0.07476556,-0.06958211,0.04385537,0.21843277,0.24058017,-0.054874815,-0.098913595,-0.22095008,-0.054911427,0.0026820065,-0.26121077,-0.10309767,0.2835974,0.08589246,0.118060485,0.11031566,0.02384471,-0.0027747327,-0.06604338
Ubash3b,-0.24376696,0.15209243,0.23436563,-0.13248134,0.23449558,0.27650854,-0.002395953,-0.096999295,0.1738866,-0.20144454,0.06212945,0.29074717,0.13586402,0.29839674,0.41450462,-0.054486234,0.34685242,-0.10651769,-0.036265418,-0.033796612
Oaf,0.09500591,0.18517986,-0.014984114,-0.03262627,0.22417058,0.2168271,-0.019851597,-0.07110583,-0.17048483,-0.08061075,-0.11623574,-0.27404034,-0.30627185,-0.03486177,0.052477717,0.17083949,-0.3173015,-0.2448234,-0.14538264,-0.021042837
Hmbs,-0.3041266,0.032956332,-0.04319548,-0.008786219,0.19010541,0.2102717,-0.017881593,-0.06797832,-0.23995319,-0.046151493,0.03870274,-0.25536406,-0.08754358,0.26100197,0.12350706,0.17202996,0.111374564,0.058516327,-0.03625815,-0.06933705
Mpzl2,-0.03177883,-0.6603995,0.052351177,0.023489917,0.09042031,0.061644923,-0.12671968,-0.028982589,-0.32453984,-0.06803847,-0.19004367,0.3974666,-0.07624974,0.45863733,-0.39218703,-0.038407587,0.31944403,0.3021007,-0.029864836,-0.07791391
Fxyd6,0.45585307,0.0036578763,-0.05130764,-0.11898677,0.23489293,0.22266075,0.050628368,-0.09788288,-0.32258373,-0.07989193,-0.069012694,-0.92844385,-0.018820917,0.32584926,-0.45557034,0.23808043,0.018993089,-0.1121658,-0.09347844,-0.008645246
Fxyd2,-0.28252906,-0.071406715,-0.026233317,0.005359947,0.088876136,0.18418173,0.06393666,-0.016179334,-0.32644904,-0.28104216,0.06487825,0.52968085,-0.19069694,0.5313739,0.15649845,0.017854897,-0.35581803,-0.6798034,-0.026748389,0.31922603
Tagln,0.33128098,0.2786499,-0.028609011,-0.2609751,0.03032242,0.14018296,-0.0073439777,-0.26461688,-0.1280592,-0.2407033,-0.037893977,-0.6601194,0.5039213,0.049752213,-0.11793567,0.40182307,-0.70366305,-0.011861738,0.022743648,-0.007835537
Apoa1,-0.3004615,-0.15729178,-0.13478428,-0.00048210405,0.09619647,0.29473194,0.04343207,-0.09378302,-0.20159748,-0.034915138,-0.012581411,0.22281052,-0.1613014,0.28937697,0.05536496,-0.097340666,-0.40323487,-0.3597535,-0.02373437,0.24485122
Apoa4,-0.41669965,-0.22763588,-0.014760891,-0.08072214,0.19806106,0.30072182,-0.017587377,-0.07667401,-0.28701162,-0.06705507,-0.049200423,0.44099924,-0.13646062,0.37972763,0.048608787,-0.0578399,-0.71798235,-0.5714266,-0.016806267,0.417291
Cadm1,0.358615,-0.0905315,0.051813725,0.031775046,0.31941512,0.2348954,-0.11275552,-0.08773953,-0.29595065,-0.001605672,0.03497757,-0.48258007,-0.13067019,0.28455383,-0.35696045,0.07338933,0.33670214,0.114240564,-0.01311378,0.004405825
Ncam1,0.41644117,0.15259066,0.020483023,-0.12286935,0.52330583,0.19615248,0.04635471,-0.016449578,-0.16665056,-0.23465548,0.12812255,-0.6498087,-0.28084633,-0.14164895,-0.48322135,0.22511409,0.24709366,-0.4145672,-0.020702466,0.16578716
Plet1,0.3618947,-0.7177043,0.06294923,-0.5314788,-0.10735878,0.13318737,0.029081713,0.40384865,-0.31965244,0.1253128,0.17178145,0.32299063,0.34078702,-0.027632996,-0.07602218,-0.07867201,0.27682564,0.48121464,0.21606843,-0.1577092
Rdx,-0.008489485,0.01895072,-0.056981865,-0.0066526406,0.2730312,0.24697536,-0.059997715,-0.09699548,-0.17564258,-0.06365558,0.029934699,-0.09057042,-0.1558924,0.19652483,-0.00459677,0.061182592,0.013219103,0.0026292845,0.0041973335,-0.081470974
Cib2,0.35279518,-0.22313763,0.13193719,0.0079512065,0.10579406,0.048027266,-0.0032670007,0.122718014,-0.27828282,-0.037757356,-0.04577503,-0.06926517,0.37319985,0.13788024,-0.4020657,0.050844837,0.5744254,0.106696196,-0.06908475,-0.12740783
Crabp1,0.5177555,0.27232388,-0.04927314,0.45757034,0.2790278,0.033524867,-0.10791503,0.024210196,-0.2119686,-0.15456934,0.10563601,-0.64166766,-0.02789772,0.025870763,-0.07592814,-0.04352316,-0.09790367,-0.618109,0.038372017,0.012490945
Commd4,-0.1094641,-0.11139436,-0.027630521,0.088525675,0.20946234,0.21454948,0.007978094,-0.0816253,-0.22765842,-0.08769435,0.007999726,-0.072631605,-0.15834346,0.3000999,0.044536315,0.13788773,-0.09946121,0.017282499,-0.027050743,-0.05113933
Rpp25,-0.1430537,-0.40781087,-0.014869855,-0.0068102,0.35323903,0.15274939,-0.145621,-0.2924306,0.04075473,-0.21486983,0.16165204,0.028851857,0.5172065,0.72967654,0.17297898,-0.047496118,-0.13230863,0.20350234,-0.06593988,-0.070629835
Hexa,-0.04494691,-0.17127743,-0.049175333,-0.007936626,0.2490845,0.19631335,-0.10971887,-0.050582126,-0.13496108,-0.050089903,-0.05751475,-0.11528925,-0.24366651,0.2676789,0.13745208,0.17717604,-0.37361374,-0.13640723,0.036895793,-0.13092555
Rab11a,-0.05848706,-0.11229431,-0.02862221,-0.027067585,0.1879159,0.22239678,-0.0898361,-0.07524803,-0.14304031,-0.05544639,0.0035943578,-0.13951086,-0.17279062,0.34953308,0.15709007,0.09315868,0.0315867,-0.044715695,0.0092632435,-0.061916742
Igdcc3,0.4993386,0.28096214,-0.045998476,0.11739293,0.16925158,0.14273304,-0.009503471,0.007046206,-0.062080942,0.0099562425,0.03899035,-0.46986434,-0.025343152,-0.061553787,-0.56394035,0.16257575,0.20653273,-0.5626482,-0.11556486,-0.010045152
Rbpms2,0.08568018,-0.4977023,-0.02790979,0.058692526,0.32317302,0.33531207,-0.038630396,-0.09157479,-0.3113157,-0.053910013,0.0652179,-0.18001665,-0.05565324,0.27743343,-0.0033466723,0.21744373,-0.23562568,0.07683815,0.0029895264,-0.09172268
Pclaf,0.07198638,-0.044785626,-0.07544045,0.02973918,0.24113475,0.23637612,-0.04495963,-0.1096418,-0.2412044,-0.083565354,0.0048734467,-0.5974999,-0.11112655,0.23099461,-0.022032987,0.09126596,0.05548988,-0.013443323,-0.036623597,-0.10198069
Tpm1,0.10781263,0.060288034,-0.0030629288,-0.074281484,0.12833387,0.16670048,-0.03485257,-0.20205383,-0.26758978,-0.118206926,0.011556096,-0.3199373,0.030148959,0.14109072,-0.013645501,0.16269645,-0.047849376,0.069858186,0.047612727,-0.09741606
Tln2,0.22373585,0.119772166,-0.06918633,-0.07402565,0.30375946,0.13332297,0.16834119,-0.1037957,-0.32301193,-0.10564906,0.05652729,-0.10598455,-0.31688967,-0.02486448,-0.3674497,0.060286745,-0.29465342,0.056706596,-0.00906862,-0.073024735
Anxa2,0.58867455,-0.01279871,-0.042618882,-0.25552487,0.10793163,0.15272895,-0.13355003,-0.14034642,-0.09746522,-0.049455106,-0.19116849,-0.07118208,0.722033,0.022019668,0.034851402,0.18444595,0.18672526,0.09380076,-0.062007226,-0.004049516
Foxb1,0.06491178,-0.1455609,0.022076514,0.03452954,0.25565064,0.3191053,0.10537422,-0.04609079,0.02759218,0.014396093,-0.13055456,-1.274698,-0.20709042,0.24428055,-0.9177767,0.17875345,0.6565036,-0.7135457,0.06691171,0.46345693
Aldh1a2,0.38223374,0.09855294,-0.13707173,0.14535674,0.34765196,-0.26369816,-0.089937866,-0.3304565,-0.49563208,0.082820624,0.20430912,-0.5647584,-0.29894197,-0.38763803,0.021186607,-0.023595234,0.23435102,-1.0288746,-0.06997846,0.3320176
Mns1,-0.22077297,-0.026635882,-0.10073549,-0.044591617,0.2688434,0.26947004,0.020237062,-0.14246038,-0.2219632,-0.008817069,0.071300425,-0.7295313,-0.065167256,0.14168833,0.01114872,0.027149327,0.07460458,-0.035019096,0.003518306,-0.10482633
Prtg,0.06082817,0.28609404,-0.10589551,0.033184197,0.35283586,0.17870839,-0.06085048,-0.14999922,-0.033070665,-0.119674586,0.06986056,-0.5640342,-0.27001646,-0.09225953,-0.3450011,-0.010567653,-0.23379242,-0.28153554,-0.056554582,-0.09069201
Ccpg1os,0.094014645,-0.2512467,0.058660902,0.02110074,0.096136495,0.111517966,0.22310752,-0.027135186,-0.35338897,0.14175583,0.15307628,-0.4439886,-0.22776939,0.248371,-0.16088974,0.22305642,0.09713911,0.049470205,0.06065043,-0.028866336
Gsta4,0.024712007,-0.10747211,0.05058658,0.023587115,0.2520965,0.24820992,-0.009457653,-0.11210654,-0.27783272,-0.02813193,-0.036530267,-0.67394555,-0.06560914,0.43482864,-0.0041214908,0.10877079,0.072875455,-0.17309083,0.036374275,-0.081103034
Dppa5a,-0.2107884,-0.75973374,-0.0033714925,0.124360755,0.3131626,0.20660368,0.067294694,-0.18855259,-0.37875596,-0.20944966,-0.15058415,-0.2126656,-0.07920668,0.32354715,0.1943894,0.05612328,-0.40376464,0.72615105,-0.049761996,-0.17440231
Eef1a1,-0.053779103,-0.0524974,-0.06137501,0.034280542,0.231366,0.22354609,-0.02969522,-0.105898574,-0.21855979,-0.05728083,0.0063161426,-0.26232785,-0.11519866,0.27620596,0.042103942,0.11223783,0.098323196,0.01902923,-5.23479e-05,-0.07522156
Myo6,-0.25289336,-0.010229035,0.09205655,-0.23664403,0.19562724,0.17924516,0.02363437,-0.10247673,-0.13630235,-0.07213918,-0.055541158,0.35260704,-0.28118032,0.4715592,-0.08474662,0.06550678,-0.547744,-0.1678041,0.039672974,0.118733615
Hmgn3,0.4698032,-0.058695056,0.001167594,0.009607712,0.19630906,0.064835146,-0.086860344,-0.059147008,-0.31186906,-0.07935997,-0.06476202,-0.7264396,-0.077166624,0.3366255,-0.33805808,0.0953056,0.2986895,-0.0501217,-0.07498685,0.058828965
Tpbg,0.4953272,-0.050681405,0.00095186895,-0.037883524,0.07504719,0.34494266,-0.1586161,-0.0734341,-0.2475714,-0.018059352,-0.011812122,-0.61718404,-0.20886202,0.33953273,-0.5206916,0.058775235,0.14834635,0.059003234,-0.020335808,-0.02246994
Ctsh,-0.041626286,-0.3642462,0.04300462,-0.16909473,0.09700622,0.29422942,0.03754163,-0.095779225,-0.12763421,-0.070828974,-0.045989852,0.4098808,-0.186588,0.34316182,0.1966651,-0.17486829,-0.58996654,-0.29333785,-0.036591724,0.18771026
Plscr1,0.049542516,-0.068432696,-0.06483061,0.09571626,0.109557666,0.26158693,-0.16623557,-0.09588729,-0.23701765,0.0133055085,-0.008552458,-0.12464347,-0.34958503,0.2899964,-0.09183374,0.13697916,-0.19265494,-0.13163207,-0.008295845,0.024534725
Plod2,0.2721981,0.17290717,0.040853947,-0.058118284,0.3419982,0.35054517,-0.12511411,-0.16566518,-0.17096217,-0.01123758,-0.17718428,-0.0897421,0.012889262,0.23096025,-0.26523477,0.20113435,0.09003818,0.07489618,-0.020515883,0.068815425
Spsb4,0.6267137,0.14003089,-0.043642342,0.07275392,0.21518107,0.12265343,0.0013156189,0.006929774,-0.23619816,-0.03142938,0.13860129,-0.23061104,-0.1490104,0.36842513,-0.37966996,0.28175467,0.25396827,-0.23698695,-0.14726403,0.17794156
Rbp1,0.19160803,-0.21923843,-0.1065953,0.14697567,0.05281395,0.1246361,0.041367326,-0.12824784,-0.1608961,-0.09356521,-0.04597725,-0.044864286,-0.19646521,0.07694078,-0.32426006,0.1308447,0.37483332,-0.15624358,-0.04804288,0.10092171
Trf,-0.13359237,-0.23431401,0.08262398,-0.36234656,-0.03184274,0.20801137,-0.036024347,0.10506302,-0.29777217,-0.16073965,0.03030789,0.35789493,-0.46245074,0.48961475,0.13037004,0.0053129056,-0.499732,-0.5194589,-0.053207014,0.34337914
Tmem108,0.48405597,0.17778732,-0.084642425,-0.42515388,0.372526,0.23458421,0.08465247,0.07375843,-0.16924202,-0.20626532,0.19714051,-0.6116818,0.27538085,0.0621583,-0.464042,0.2749827,-0.18658814,-0.03798853,0.00915064,0.07909804
Tex264,0.03376479,-0.14437434,0.011210552,-0.14764863,0.12579918,0.20148307,0.033934128,-0.07198456,-0.13779733,0.07245098,0.007938777,0.29048347,0.03307552,0.1433433,-0.045858607,0.21058173,-0.19015554,0.19480085,-0.044681646,-0.05298919
Manf,-0.008421702,-0.07134443,-0.060612638,-0.005973627,0.24890414,0.2459535,-0.025591804,-0.077867016,-0.19026567,-0.06899197,-0.005650396,-0.18105426,-0.13551943,0.26897767,0.035367746,0.13292797,-0.012248213,0.03773902,-0.027721735,-0.09506936
Fam212a,-0.29971442,0.075403094,0.097529456,-0.054083988,0.31232443,-0.09243117,-0.1264405,0.16454199,0.07541766,-0.04773075,-0.19593035,-1.0569857,0.03817805,-0.25054276,0.62502384,-0.25788504,0.117851526,-0.38796255,-0.030870384,-0.044010438
Gpx1,-0.18373683,-0.060013324,-0.04960877,0.0067982567,0.21540552,0.21223973,-0.0033801342,-0.08861778,-0.22294097,-0.08533564,0.025935253,-0.22459294,-0.079009086,0.26728895,0.11940005,0.13563602,0.111332126,0.081371255,-0.058410592,-0.089014195
Nradd,0.32579145,-0.068318754,-0.000615867,-0.00912124,0.14521569,0.22133818,-0.08005072,-0.115880474,-0.14556591,-0.09757432,-0.062962554,-0.31924632,-0.21740188,0.14229181,-0.22942728,0.12123948,-0.29688406,-0.049138337,-0.02860637,-0.06856389
Pth1r,0.10228496,-0.01706508,0.038083542,0.1830932,0.3255776,0.09297309,0.06452252,-0.13156033,0.03522916,-0.06798334,-0.059097037,0.38607463,-0.06291706,-0.060567193,0.04651111,0.22406155,-0.17161453,0.11787346,-0.063380025,0.40533236
Prss50,-0.8404475,-0.44519493,0.17971101,-0.14243989,0.28072783,0.37034857,-0.015737267,0.025969755,-0.17611307,-0.018872151,0.04545497,-0.21247676,0.33246464,0.18053666,-0.1392104,0.0683158,0.87472236,0.22139801,-0.055280704,0.08718159
Tdgf1,-0.23021537,-1.0124687,0.19450219,-0.00062655855,0.21760546,0.16625631,-0.029159052,-0.11666485,-0.1684003,-0.13027787,0.10958083,-1.0968574,-0.13522837,-0.014748492,-0.020398794,0.24319588,-0.4233397,0.9269813,0.055239856,-0.04099991
Cmtm7,0.27512592,-0.06518269,-0.03817801,0.032674152,0.28992638,0.2648557,-0.008813615,-0.096587196,-0.17524934,-0.15444194,-0.0215159,-0.08443202,0.18162751,0.11559655,-0.009797956,0.16817483,0.035858154,-0.07994773,-0.121032424,-0.06938369
Cmtm8,0.31026578,-0.18307598,0.07643011,-0.20598479,0.18451142,0.29587784,0.05204777,-0.10023384,-0.17193097,-0.114650205,0.09399949,0.18725194,0.027474675,0.77972794,-0.23724373,0.016123103,0.0022993407,-0.070337966,-0.049856935,-0.2602294
Eomes,-0.39607272,-1.2304176,0.11552681,0.13521315,0.22790116,0.31969747,0.029731082,-0.045800526,0.04928014,-0.0598092,0.008894236,-0.25453636,0.04304796,-0.03925325,-0.13574147,0.18523657,-0.04478499,1.0320047,-0.031572055,0.0457053
Tmem158,0.22775486,0.03057475,0.002911374,-0.31240532,0.32544667,0.4450011,0.04140282,-0.11089909,-0.37140644,0.013425301,0.16771369,-0.4155244,0.072943784,0.14803864,0.22502509,0.04442142,0.13606358,0.0513792,-0.19290815,-0.16088887
Tcn2,0.08530481,-0.124758475,0.06348896,-0.08568489,0.12929556,0.16582552,-0.099524714,-0.031521272,-0.07790063,-0.13223898,-0.12740934,0.34394756,-0.23697068,0.32719275,0.009096171,0.13633257,-0.41432133,-0.26178718,0.1292095,0.038255215
Sec14l2,0.09847466,-0.30206445,0.10892462,0.11819662,0.014464543,0.16459823,-0.057188258,-0.090045884,-0.15208249,-0.15812534,0.071093485,0.3624818,-0.26826206,0.45687503,0.16915922,-0.022713443,-0.4428695,-0.38806453,0.04880376,0.09216365
Xbp1,0.15163486,0.010010744,0.025149534,-0.0801081,0.21621807,0.19560592,-0.08393849,-0.036411073,-0.17933448,-0.06216656,0.004139874,-0.056696273,-0.18753155,0.28402784,0.035406273,0.19691136,-0.12615414,0.009001405,-0.041833628,-0.033294693
